,index,CLEANED REASON,REASON,AVG SCORE,TO USER ACCOUNT,DATE,category
135,135,hawk eye spreadsheet 🌱 ✨ ,for having hawk eyes with our spreadsheets 🌱 ✨ ,15.0,mafer_cordovas#1034,2022-03-06T23:00:00.000Z,['share']
136,136,dedic curios tec case studi ,for the dedication and curiosity in the TEC Case Studies ,16.67,natesuits#4789,2022-04-03T22:00:00.000Z,
137,137, griff 💜 💜 yineisi mota warmth love alway ,"@griff (💜, 💜) @Yineisy Mota for your warmth and love now and always ",15.0,"Griff (💜,💜)#8888",2022-03-08T23:00:00.000Z,
138,138, griff 💜 💜 prophet margin irenioskamoska dani do join ama inclus cultur public good today ✨ ,"@griff (💜, 💜) @The Prophet Margin @irenioskamoska@Dani Dos for joining our AMA on ""Inclusion Culture in Public Goods"" today! ✨ ",19.33,Tamarandom#9361,2022-03-17T23:00:00.000Z,['attendance']
139,139,incred graphic alway blow mind ,for the incredible graphics that are always blowing my mind ,16.67,Rodricast#1415,2022-03-20T23:00:00.000Z,
140,140,hard work dedic cs case studi awesom work buddi ,for his hard work and dedication to the CS Case Studies and for being an awesome work buddy! ,16.67,natesuits#4789,2022-03-21T23:00:00.000Z,['work']
141,141, yineisi mota griff 💜 💜 asses call past week alway great sync ,"@Yineisy Mota @griff (💜, 💜) for the assesments call this past week. Always great to sync ",13.33,Yineisy Mota#1449,2022-03-06T23:00:00.000Z,
142,142, pat zip te academi mani joke laugh share ethrio ,@pat.zip (TE Academy) and for the many jokes and laughs shared during EthRio ,14.0,pat.zip (TE Academy)#5266,2022-03-16T23:00:00.000Z,['share']
143,143,great comm work ,for the great comms work she's doing! ,17.33,iviangita#3204,2022-03-06T23:00:00.000Z,['work']
144,144, griff 💜 💜 prophet margin irenioskamoska dani do join ama inclus cultur public good today ✨ ,"@griff (💜, 💜) @The Prophet Margin @irenioskamoska@Dani Dos for joining our AMA on ""Inclusion Culture in Public Goods"" today! ✨ ",14.67,Oyealmond#7049,2022-03-17T23:00:00.000Z,['attendance']
145,145,great ethrio week amaz network skill nighttim routin great sens humor miss ton 💕 ,"for a great EthRio week. Amazed by your networking skills, nighttime routines and great sense of humor. Will miss you a ton 💕 ",15.67,hanners717#2022,2022-03-20T23:00:00.000Z,['work']
146,146, griff 💜 💜 prophet margin irenioskamoska dani do join ama inclus cultur public good today ✨ ,"@griff (💜, 💜) @The Prophet Margin @irenioskamoska@Dani Dos for joining our AMA on ""Inclusion Culture in Public Goods"" today! ✨ ",15.67,"Griff (💜,💜)#8888",2022-03-17T23:00:00.000Z,['attendance']
147,147,support manag trace prais twitter engag ,for her support in managing Trace and praise for Twitter engagement ,24.33,freshelle#9882,2022-03-06T23:00:00.000Z,"['twitter', 'general']"
148,148,pass great link ama ,for passing on a great link during the AMA ,17.33,enti#1546,2022-03-17T23:00:00.000Z,
149,149,cooper help futur plan ,for being cooperative and helping me with the future plans. ,21.0,Tamarandom#9361,2022-03-06T23:00:00.000Z,['work']
150,150, griff 💜 💜 yineisi mota warmth love alway ,"@griff (💜, 💜) @Yineisy Mota for your warmth and love now and always ",25.33,Tamarandom#9361,2022-03-08T23:00:00.000Z,
151,151, griff 💜 💜 prophet margin irenioskamoska dani do join ama inclus cultur public good today ✨ ,"@griff (💜, 💜) @The Prophet Margin @irenioskamoska@Dani Dos for joining our AMA on ""Inclusion Culture in Public Goods"" today! ✨ ",18.78,gbaby.eth#2758,2022-03-17T23:00:00.000Z,['attendance']
152,152,wisdom guidanc everyth super appreci 🙏🏽 ,"for her wisdom and guidance in everything we do, I super appreciate you 🙏🏽 ",16.67,Tamarandom#9361,2022-03-06T23:00:00.000Z,
153,153,part ama bring inclus cultur web public good ,for being part of our AMA for bringing an inclusivity culture to Web3 and Public Goods ,4.28,gbaby.eth#2758,2022-03-17T23:00:00.000Z,
154,154,help us keep channel safe ,for helping us keep our channels safe! ,18.33,chuygarcia.eth#6692,2022-04-03T22:00:00.000Z,['work']
155,155,great co steward transpar wg tec effort ,for being a great co-steward in Transparency WG in TEC and all his efforts ,21.0,Zeptimus#3359,2022-04-03T22:00:00.000Z,['lead']
156,156,guidanc common prize campaign ,for all her guidance for the commons prize campaign ,25.33,Tamarandom#9361,2022-03-20T23:00:00.000Z,
157,157,guid answer question around differ thing ,for guiding me and answering my questions around different things. ,14.43,Tamarandom#9361,2022-03-20T23:00:00.000Z,['discussion']
158,158,repres cs eth rio ,for representing CS at ETH Rio! ,24.5,thiago.rossi#1714,2022-03-20T23:00:00.000Z,
159,159, yineisi mota coordin releas februari newslett get better everi month ,@Yineisy Mota for coordinating the release of the February newsletter. They are getting better every month. ,22.67,Yineisy Mota#1449,2022-03-06T23:00:00.000Z,
160,160, griff 💜 💜 mount manu repres common stack giveth tec regen initi mexico citi last weekend ,"@griff (💜, 💜) @Mount Manu and all of those representing the Commons Stack, Giveth, the TEC and regen initiatives in Mexico City last weekend. ",16.1,chuygarcia.eth#6692,2022-03-06T23:00:00.000Z,
161,161, yineisi mota coordin releas februari newslett get better everi month ,@Yineisy Mota for coordinating the release of the February newsletter. They are getting better every month. ,20.0,iviangita#3204,2022-03-06T23:00:00.000Z,
162,162, felip duart ground work put thedaoist confer seri smaller focus gather awesom ,@Felipe Duarte for the ground work put into TheDAOist conference series. These smaller focused gatherings are so awesome. ,48.0,Felipe Duarte#8100,2022-03-06T23:00:00.000Z,['work']
163,163,help coordin common prize promot 🙂 ,for helping me with the coordination for the Commons Prize promotion 🙂 ,30.8,Tamarandom#9361,2022-04-03T22:00:00.000Z,['work']
164,164, mafer cordova griff 💜 💜 support organ everyth ethrio ,"@mafer_cordovas, and @griff (💜, 💜) for supporting and organizing everything for ethrio ",22.67,hanners717#2022,2022-03-06T23:00:00.000Z,['general']
165,165, yineisi mota creat common prize nomin form look good 🌈 ,@Yineisy Mota for creating the Commons Prize nomination form! It is looking good.  🌈 ,20.0,Yineisy Mota#1449,2022-04-03T22:00:00.000Z,['lead']
166,166,repres cs eth rio ,for representing CS at ETH Rio! ,20.6,thiago.rossi#1714,2022-03-20T23:00:00.000Z,
167,167,everi anoth   make feel empow drive trust seed best ,for every another 1:1 making me feel empowered to drive the Trusted Seed to be its best. ,41.0,Tamarandom#9361,2022-04-03T22:00:00.000Z,['work']
168,168, yineisi mota coordin regard dao inclus month ,@Yineisy Mota for coordinating with me regarding the DAO's for our inclusion month. ,20.0,Yineisy Mota#1449,2022-03-06T23:00:00.000Z,
169,169, yineisi mota mercedesrodsimfor mention retweet common stack social past week thank help us grow common stack commun spread messag 🙏🏼🌱 ,@Yineisy Mota @mercedesrodsimfor mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,8.33,thiago.rossi#1714,2022-03-17T23:00:00.000Z,"['work', 'share', 'twitter']"
170,170, mount manu come mexico citi confer could meet irl first time ,@Mount Manu for coming to Mexico city for the conference so we could meet irl for the first time! ,10.0,acidlazzer#5796,2022-03-06T23:00:00.000Z,
171,171,work rndao realli need realli heat ,"for all the work in RNDAO, it's really needed... and really heating up! ",9.67,danielo#2815,2022-04-03T22:00:00.000Z,['work']
172,172,great talk govern r last week ,for a great talk on governance R&D we had last week ,9.67,danielo#2815,2022-03-20T23:00:00.000Z,
173,173,updat work agreement ,for updating my work agreement ,9.67,freshelle#9882,2022-03-06T23:00:00.000Z,['work']
174,174, pat zip te academi mani joke laugh share ethrio ,@pat.zip (TE Academy) and for the many jokes and laughs shared during EthRio ,9.67,danlessa#2831,2022-03-16T23:00:00.000Z,['share']
175,175,great session kind guidanc ♥️ ,for having a great 1on1 session with me and your kind guidance  ♥️ ,11.33,iviangita#3204,2022-03-06T23:00:00.000Z,
176,176, mafer cordova griff 💜 💜 support organ everyth ethrio ,"@mafer_cordovas, and @griff (💜, 💜) for supporting and organizing everything for ethrio ",13.0,mafer_cordovas#1034,2022-03-06T23:00:00.000Z,['general']
177,177,dive legal side common stack hold everyth well ,for diving into the legal side of Commons Stack and holding everything down so well ,13.0,iviangita#3204,2022-03-06T23:00:00.000Z,
178,178,kindli particip inclus month campaign share thought inclus public good ,for kindly participating in our Inclusion Month campaign by sharing his thoughts on Inclusion in Public Goods. ,11.33,bustavo#8085,2022-03-10T23:00:00.000Z,['share']
179,179,repres cs eth rio ,for representing CS at ETH Rio! ,10.1,hanners717#2022,2022-03-20T23:00:00.000Z,
180,180,review content piec relat common prize ,for reviewing with me all the content pieces related to the Commons Prize! ,10.28,iviangita#3204,2022-04-04T22:00:00.000Z,
181,181, mafer cordova griff 💜 💜 support organ everyth ethrio ,"@mafer_cordovas, and @griff (💜, 💜) for supporting and organizing everything for ethrio ",25.33,"Griff (💜,💜)#8888",2022-03-06T23:00:00.000Z,['general']
182,182,rock partner develop cs case studi thank thank thank prais million time ,"for being such a ROCK and partner in the development of the CS Case Studies.  Thank you, thank you, thank you, praise a million times. ",25.33,Annn3#3538,2022-03-21T23:00:00.000Z,
183,183,best roommat bring us chees mina gerai translat portugues explain beauti brazilian cultur ,"for being the best roommate and bringing us cheese from Minas Gerais, translating Portuguese, and explaining the beautiful Brazilian culture ",5.67,thiago.rossi#1714,2022-03-17T23:00:00.000Z,
184,184, griff 💜 💜 prophet margin irenioskamoska dani do join ama inclus cultur public good today ✨ ,"@griff (💜, 💜) @The Prophet Margin @irenioskamoska@Dani Dos for joining our AMA on ""Inclusion Culture in Public Goods"" today! ✨ ",6.33,thiago.rossi#1714,2022-03-17T23:00:00.000Z,['attendance']
185,185, david pleas dyor yineisi mota gregori rnd mention retweet common stack social past week thank help us grow common stack commun spread messag 🙏🏼🌱 ,@David (please DYOR...) @Yineisy Mota @Gregory | RND  for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,5.67,Yineisy Mota#1449,2022-04-01T22:00:00.000Z,"['work', 'share', 'twitter']"
186,186,happi money stori ,and for the Happy Money Story ,7.33,freshelle#9882,2022-03-06T23:00:00.000Z,
187,187, sem 🐝 welcom giveth hous franco feed hungri tummi ,@sem  🐝 for welcoming me at the Giveth house with Franco and feeding my hungry tummy. ,5.67,"sem(🌸,🐝)#0161",2022-03-24T23:00:00.000Z,
188,188,contribut #inclusion month ,for their contribution to the #Inclusion month ,9.0,ALOYSIOUS#3049,2022-03-06T23:00:00.000Z,
189,189,help trace ,for being so helpful with the trace ,5.6,freshelle#9882,2022-03-06T23:00:00.000Z,['work']
190,190,pick airport rio wait longer expect ,for picking me up at the airport in Rio at 3am and waiting longer than expected. ,8.0,thiago.rossi#1714,2022-03-17T23:00:00.000Z,
191,191, griff 💜 💜 yineisi mota warmth love alway ,"@griff (💜, 💜) @Yineisy Mota for your warmth and love now and always ",7.0,iviangita#3204,2022-03-08T23:00:00.000Z,
192,192, griff 💜 💜 prophet margin irenioskamoska dani do join ama inclus cultur public good today ✨ ,"@griff (💜, 💜) @The Prophet Margin @irenioskamoska@Dani Dos for joining our AMA on ""Inclusion Culture in Public Goods"" today! ✨ ",7.0,Rohekbenitez#8753,2022-03-17T23:00:00.000Z,['attendance']
193,193,come board tackl much need dev work common stack 🙏🏽 ,for coming on board to tackle some much needed dev work in Commons Stack. 🙏🏽 ,8.67,pacobacpac#5457,2022-04-03T22:00:00.000Z,['work']
194,194, griff 💜 💜 work person inspir web journey work see convers lead someth awesom help build ,"@griff (💜, 💜) because your work and personality inspires my web3 journey and work. I can see how my conversations lead to something awesome you helped build. ",10.33,"Griff (💜,💜)#8888",2022-04-03T22:00:00.000Z,"['work', 'lead']"
195,195, griff 💜 💜 take time edit abc doc ,"@griff (💜, 💜) for taking his time to edit the ABC doc. ",18.33,"Griff (💜,💜)#8888",2022-03-20T23:00:00.000Z,['work']
196,196,great support give common stack tec ,for the great support his been giving to Commons Stack and TEC ,10.33,GideonRo#3175,2022-03-06T23:00:00.000Z,['general']
197,197,help cs februari newslett draft idea proofread rock ,"for helping me with CS February newsletter (drafting, ideas, and proofreading) you rock! ",8.67,mafer_cordovas#1034,2022-03-06T23:00:00.000Z,['work']
198,198, yineisi mota support comm twitter ,@Yineisy Mota for supporting comms and Twitter ,4.0,missgene#7773,2022-03-06T23:00:00.000Z,"['twitter', 'general']"
199,199,amaz housem cryptospac ever ,and for being the most amazing housemates in the cryptospace ever ,5.67,hanners717#2022,2022-03-16T23:00:00.000Z,
200,200, david pleas dyor yineisi mota gregori rnd mention retweet common stack social past week thank help us grow common stack commun spread messag 🙏🏼🌱 ,@David (please DYOR...) @Yineisy Mota @Gregory | RND  for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,4.0,AnnAnna#4694,2022-04-01T22:00:00.000Z,"['work', 'share', 'twitter']"
